0000020010120120924PRAUD2*F13 19145020130102000000000000000006000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000021238560 +0000021270880 00000000000000000000000000000000000000000000000000000003400000002-00032320-0000000000000000000000000000000000000000000000670010000064    0000000000000000000000000000000000004                    AUDF13              EMERC2012122820130102+0000001999463+0000002254713
0000040010120120924PRAUD2*G13 19145020130201000000000000000006000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000021283770 +0000021315570 00000000000000000000000000000000000000000000000000000003400000002-00031800-0000000000000000000000000000000000000000000000890013000085    0000000000000000000000000000000000005                    AUDG13              EMERC2013013120130201+0000002003664+0000002259450
0000060010120120924PRAUD2*V12 19145020121001000000000000000006000000000000027361563000001349655400001465000000070000021600000+0000000000000+00000000+02108630+02108630+02113784+0211123200008+0211378417300020120924+02114500+00000000+0000021128920S+0000021165220 00000000217800000000000000000000000000000000000000000003400000002-00036300-0000000000000000000000000000000000000000000000050000700005    0000000000000000000000000000000000001                    AUDV12              EMERC2012092820121001+0000001989531+0000002243513
0000080010120120924PRAUD2*X12 19145020121101000000000000000006000000000000002157356000000106415200000219000000010000001700000+0000000000000+00000000+02115055+02115055+02115055+0211505500017+0211505509220020120924+02119900+00000000+0000021178550S+0000021212300 00000000202500000000000000000000000000000000000000000003400000002-00033750-0000000000000000000000000000000000000000000000270003800027    0000000000000000000000000000000000002                    AUDX12              EMERC2012103120121101+0000001993957+0000002248503
0000100010120120924PRAUD2*Z12 19145020121203000000000000000006000000000000000000000000000000000000000129000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020120921+02123461+00000000+0000021210420S+0000021242030 00000000189660000000000000000000000000000000000000000003400000001-00031610-0000000000000000000000000000000000000000000000470007000046    0000000000000000000000000000000000003                    AUDZ12              EMERC2012113020121203+0000001996751+0000002251655
0000120010120120924PRBGI2*F13 19145020130131000000000000000033000000000000001206051000000059490500000113000000090000003700005+0000983000004+00009890+00009850+00009840+00009900+0000987800001+0000987015200020120924+00009800+00000000+0000000009860S+0000000009770 00000000297000000000000000000000000000000000000000000002200000009+00000090+0000000000000000000000000000000000000000000000880012900084    0000000000000000000000000020130131005                    BGIF13              EMERC2013013120130201+0000000009429+0000000010111
0000140010120120924PRBGI2*G13 19145020130228000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000009778 +0000000009688 00000000000000000000000000000000000000000000000000000002200000009+00000090+0000000000000000000000000000000000000000000001060015700102    0000000000000000000000000000000000000                    BGIG13              EMERC2013022820130301+0000000009349+0000000010027
0000160010120120924PRBGI2*H13 19145020130328000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000009852 +0000000009762 00000000000000000000000000000000000000000000000000000002200000009+00000090+0000000000000000000000000000000000000000000001260018500122    0000000000000000000000000000000000000                    BGIH13              EMERC2013032820130401+0000000009421+0000000010103
0000180010120120924PRBGI2*K13 19145020130531000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000009432 +0000000009346 00000000000000000000000000000000000000000000000000000002200000009+00000086+0000000000000000000000000000000000000000000001690024900165    0000000000000000000000000000000000000                    BGIK13              EMERC2013053120130603+0000000009019+0000000009673
0000200010120120924PRBGI2*N13 19145020130731000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000009639 +0000000000000 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000002120031000207    0000000000000000000000000000000000000                    BGIN13              EMERC2013073120130801+0000000000000+0000000000000
0000220010120120924PRBGI2*U12 19145020120928000000000000000033000000000000027167444000001340080100002339000001290000085300010+0000964000010+00009649+00009640+00009635+00009670+0000965100010+0000964415580020120924+00009620+00000000+0000000009645S+0000000009620 00000000082500000000000000000000000000000000000000000002200000003+00000025+0000000000000000000000000000000000000000000000040000400004    0000000000000000000000000020120928001                    BGIU12              EMERC2012092820121001+0000000009284+0000000009956
0000240010120120924PRBGI2*V12 19145020121031000000000000000033000000000000104452933000005152317500017469000007640000316700005+0000997000010+00009974+00009955+00009915+00010064+0000999400001+0000997015590020120924+00009950+00000000+0000000009974S+0000000009940 00000000112200000000000000000000000000000000000000000002200000003+00000034+0000000000000000000000000000000000000000000000260003700026    0000000000000000000000000020121031002                    BGIV12              EMERC2012103120121101+0000000009593+0000000010287
0000260010120120924PRBGI2*V13 19145020131031000000000000000033000000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000010068 +0000000009976 00000000000000000000000000000000000000000000000000000002200000009+00000092+0000000000000000000000000000000000000000000002780040200273    0000000000000000000000000000000000000                    BGIV13              EMERC2013103120131101+0000000009627+0000000010325
0000280010120120924PRBGI2*X12 19145020121130000000000000000033000000000000010309645000000508540700006578000001140000031000002+0001005700005+00010090+00010050+00010035+00010100+0001007800002+0001009016120020120924+00010050+00000000+0000000010090S+0000000010050 00000000132000000000000000000000000000000000000000000002200000004+00000040+0000000000000000000000000000000000000000000000460006700045    0000000000000000000000000020121130003                    BGIX12              EMERC2012113020121203+0000000009699+0000000010401
