0000020010120150915PRACF2*U15 19262520150915000000000000000050800000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000005241 +0000000005136 00000000000000000000000000000000000000000000000000000002200000020+00000105+0000000000000000000000000000000000000000000000000000000000    0000000000000000000000000000000000000                    ACFU15              EMERC2015091520150916+0000000000001+0000099999901
0000040010120150915PRACF2*Z15 19262520151215000000000000000050800000000000000000000000000000000000000000000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000000000000+00000000+00000000+0000000005537 +0000000005488 00000000000000000000000000000000000000000000000000000002200000009+00000049+0000000000000000000000000000000000000000000000630009100062    0000000000000000000000000000000000000                    ACFZ15              EMERC2015121520151216+0000000005132+0000000005844
0000060010120150915PRAUD2*V15 19262520151001000000000000000006000000000000000000000000000000000000000758000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150914+02735781+00000000+0000027675540S+0000027499180 00000001058160000000000000000000000000000000000000000003400000006+00176360+0000000000000000000000000000000000000000000000120001600012    0000000000000000000000000000000000001                    AUDV15              EMERC2015093020151001+0000002584923+0000002914913
0000080010120150915PRAUD2*X15 19262520151103000000000000000006000000000000155255745000004022273800000481000000020000093000000+0000000000000+00000000+02781978+02781978+02783957+0278236100180+0278395710080020150915+02704281+00000000+0000027891650S+0000027719400 00000001033500000000000000000000000000000000000000000003400000006+00172250+0000000000000000000000000000000000000000000000330004900033    0000000000000000000000000000000000002                    AUDX15              EMERC2015103020151103+0000002605624+0000002938256
0000100010120150915PRAUD2*Z15 19262520151201000000000000000006000000000000000000000000000000000000000110000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150831+02659206+00000000+0000028104010S+0000027927930 00000001056480000000000000000000000000000000000000000003400000006+00176080+0000000000000000000000000000000000000000000000530007700052    0000000000000000000000000000000000003                    AUDZ15              EMERC2015113020151201+0000002625226+0000002960360
0000120010120150915PRBGI2*F16 19262520160129000000000000000033000000000000000049665000000001285300000000000000010000000100000+0000000000000+00000000+00015050+00015050+00015050+0001505000001+0001505017050020150915+00014994+00000000+0000000015020S+0000000015050 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000000940013600090    0000000000000000000000000000000000005                    BGIF16              EMERC2016012920160201+0000000014524+0000000015576
0000140010120150915PRBGI2*K16 19262520160531000000000000000033000000000000000098247000000002542600000482000000020000000200000+0000000000000+00000000+00014892+00014880+00014892+0001488600001+0001488009070020150915+00014892+00000000+0000000014862S+0000000014892 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000001760025900172    0000000000000000000000000020160531006                    BGIK16              EMERC2016053120160601+0000000014371+0000000015413
0000160010120150915PRBGI2*U15 19262520150930000000000000000033000000000000000382285000000009893500001415000000050000000800000+0000000000000+00000000+00014500+00014410+00014500+0001448100004+0001448916010020150915+00014500+00000000+0000000014470S+0000000014500 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000000110001500011    0000000000000000000000000020150930001                    BGIU15              EMERC2015093020151001+0000000013993+0000000015007
0000180010120150915PRBGI2*V15 19262520151030000000000000000033000000000000060299164000001560537400012710000003000000123300000+0000000000000+00000000+00014849+00014780+00014860+0001482000003+0001481015590020150915+00014879+00000000+0000000014824S+0000000014872 00000000158400000000000000000000000000000000000000000002200000003-00000048-0000000000000000000000000000000000000000000000320004500032    0000000000000000000000000020151030002                    BGIV15              EMERC2015103020151103+0000000014352+0000000015392
0000200010120150915PRBGI2*V16 19262520161031000000000000000033000000000000000100580000000002603000000015000000020000000200000+0000000000000+00000000+00015244+00015235+00015244+0001524000001+0001523509080020150915+00015250+00000000+0000000015214S+0000000015244 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000002830041200279    0000000000000000000000000020161031007                    BGIV16              EMERC2016103120161101+0000000014711+0000000015777
0000220010120150915PRBGI2*X15 19262520151130000000000000000033000000000000008415409000000217790100004732000000320000017000000+0000000000000+00000000+00015052+00014965+00015052+0001500100020+0001500016120020150915+00015052+00000000+0000000015000S+0000000015052 00000000171600000000000000000000000000000000000000000002200000003-00000052-0000000000000000000000000000000000000000000000520007600051    0000000000000000000000000020151130003                    BGIX15              EMERC2015113020151201+0000000014526+0000000015578
0000240010120150915PRBGI2*Z15 19262520151230000000000000000033000000000000001494124000000038667800000750000000110000003000000+0000000000000+00000000+00015140+00015060+00015140+0001509200003+0001511016150020150915+00015140+00000000+0000000015110S+0000000015140 00000000099000000000000000000000000000000000000000000002200000002-00000030-0000000000000000000000000000000000000000000000730010600071    0000000000000000000000000020151230004                    BGIZ15              EMERC2015123020160104+0000000014611+0000000015669
0000260010120150915PRBGI4VFJM019262520160129000000001450000033000000000000000000000000000000000000000140000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150910+00000185+00000000+0000000000130 +0000000000124 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000940013600090F16 0000000000000000000000000000000000000                    BGIF16P014500       EMERC2016012920160201+0000000000000+0000000000000
0000280010120150915PRBGI4CUHIB19262520150930000000001440000033000000000000000000000000000000000000000264000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150818+00000234+00000000+0000000000112 +0000000000135 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014400       EMERC2015093020151001+0000000000000+0000000000000
0000300010120150915PRBGI4CUHIC19262520150930000000001445000033000000000000000000000000000000000000000170000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150828+00000100+00000000+0000000000083 +0000000000103 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014450       EMERC2015093020151001+0000000000000+0000000000000
0000320010120150915PRBGI4CUHIG19262520150930000000001460000033000000000000000000000000000000000000000310000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150828+00000037+00000000+0000000000030 +0000000000040 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014600       EMERC2015093020151001+0000000000000+0000000000000
0000340010120150915PRBGI4CUHIH19262520150930000000001465000033000000000000000000000000000000000000000120000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150820+00000100+00000000+0000000000020 +0000000000028 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014650       EMERC2015093020151001+0000000000000+0000000000000
0000360010120150915PRBGI4CUHIJ19262520150930000000001470000033000000000000000000000000000000000000000080000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150818+00000080+00000000+0000000000013 +0000000000019 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014700       EMERC2015093020151001+0000000000000+0000000000000
0000380010120150915PRBGI4CUHIK19262520150930000000001475000033000000000000000000000000000000000000000080000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150903+00000030+00000000+0000000000009 +0000000000013 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C014750       EMERC2015093020151001+0000000000000+0000000000000
0000400010120150915PRBGI4CUHIT19262520150930000000001520000033000000000000000000000000000000000000000030000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150708+00000075+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C015200       EMERC2015093020151001+0000000000000+0000000000000
0000420010120150915PRBGI4CUHIW19262520150930000000001530000033000000000000000000000000000000000000000132000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150828+00000009+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C015300       EMERC2015093020151001+0000000000000+0000000000000
0000440010120150915PRBGI4CUHIY19262520150930000000001540000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150514+00000253+00000000+0000000000001 +0000000000001 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15C015400       EMERC2015093020151001+0000000000000+0000000000000
0000460010120150915PRBGI4VUHMB19262520150930000000001440000033000000000000000000000000000000000000000170000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150828+00000052+00000000+0000000000042 +0000000000035 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15P014400       EMERC2015093020151001+0000000000000+0000000000000
0000480010120150915PRBGI4VUHMJ19262520150930000000001470000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150819+00000230+00000000+0000000000242 +0000000000218 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15P014700       EMERC2015093020151001+0000000000000+0000000000000
0000500010120150915PRBGI4VUHMT19262520150930000000001520000033000000000000000000000000000000000000000001000000000000000000000+0000000000000+00000000+00000000+00000000+00000000+0000000000000+0000000000000020150514+00000337+00000000+0000000000726 +0000000000696 00000000000000000000000000000000000000000000000000000002200000000+00000000 0000000000000000000000000000000000000000000000110001500011U15 0000000000000000000000000000000000000                    BGIU15P015200       EMERC2015093020151001+0000000000000+0000000000000
